Country Name,Country Code,Indicator Name,Indicator Code,Attribute,2012,2013,2014,2015,2016,2017,2018,2019,2020
Indonesia,536,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,3.980763398,6.413386778,6.394925408,6.781016975,5.767824394,4.795943359,4.792169576,4.792102844,4.792035596
Lao People's Democratic Republic,544,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,4.258732445,6.370568912,4.128893267,3.978297306,5.009915609,5.5,5.5,5.5,5.5
Malaysia,548,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,1.663571025,2.105012312,3.142990509,2.7,3,3,3,3,3
Myanmar,518,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,2.828598223,5.710949284,5.943192247,8.392723313,7.6,5.825,5.575,5.325,5.075
Philippines,566,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,3.171247357,2.932889344,4.1744432,2.060971459,2.844198662,3.751885295,3.795513257,3.695521222,3.57876223
Singapore,576,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,4.575959852,2.358601146,1.024982528,0.042853126,1.696204914,1.866172567,1.852906583,1.810506211,1.770507227
Thailand,578,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,3.014899503,2.184886185,1.895141819,0.251830908,2.420985058,2.2,2.2,2.2,2.2
Vietnam,582,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,9.102924502,6.595295943,4.1,2.5,3.25,3.45,3.6,3.75,3.8
Bhutan,514,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,10.11508284,8.655070053,7.703444116,6.261331956,6.080031157,5.950746407,5.811955007,5.643966354,5.643966354
Fiji,819,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,3.415952383,2.908707946,0.528118153,1.5,3,3,2.9,2.9,2.9
Kiribati,826,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,-3.049344113,-1.484521839,2.085998259,1.4,0.3,0.75,1.2,1.65,2.1
Maldives,556,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,10.88936857,3.997158908,2.457180752,0.34454823,2.148871231,3.45314614,4.258138388,4.278223272,4
"Marshall Islands, Republic of",867,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,4.340629491,1.850762642,1.097716692,-0.584946145,0.976010735,2.536967615,2.374719394,2.280916028,2.280916028
"Micronesia, Federated States of",868,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,6.291903297,2.14251187,0.67323966,-1.003691866,1.861767367,2.036967615,2.074719394,1.980916028,2.031780705
Palau,565,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,5.438953131,2.823129207,4,1.8,2,2,2,2,2
Papua New Guinea,853,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,4.537205082,4.96031746,5.307017958,4.8,5,5,5,5,5
Samoa,862,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,6.191446029,-0.207134638,-1.2,3,2.2,2.05,2.5,3,3
Solomon Islands,813,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,5.911306112,5.388539448,5.074887469,3.816738165,3.355647706,4.120314928,4.511979265,4.46850218,4.508850665
"Timor-Leste, Dem. Rep. of",537,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,10.93474427,9.477124183,2.485535064,1.847054297,3.253537825,3.891567593,4.025700978,4.041555921,4.035153379
Tonga,866,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,1.958943615,1.483392518,1.332475601,0.776695903,1.50345741,2.028230509,2.660075212,3.38187536,3.313429294
Tuvalu,869,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,1.417109724,2.007508042,3.3,3.1,3,2.9,2.8,2.8,2.6
Vanuatu,846,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,1.362348983,1.279270322,1.016161747,2.020105542,2.237122097,2.854320988,3.2,3.2,3.047637795
Mongolia,948,"Prices, Consumer Price Index, All items, CPI (p.a.), percent change",PCPI_PC_PP_PT,Value,14.995648,8.591339267,12.90697737,9.211990423,7.609183407,7.271709849,6.87943229,6.631698652,6.531275636
Asia,229,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-3.263317591,-3.27570419,-3.0027907,-3.099106217,-2.901335388,-2.563806261,-2.26811923,-2.165094997,-2.057412732
Australia,193,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-3.384322942,-3.045998522,-3.578118316,-3.305607192,-2.676651119,-2.014646965,-1.439692357,-1.078463851,-0.84881382
Japan,158,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-8.760660419,-8.515789849,-7.681931817,-6.232259974,-4.961365482,-4.308672003,-3.824268172,-4.030675431,-4.37417302
New Zealand,196,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-1.565175889,-0.804531848,-0.603587423,-0.027810503,0.451522278,0.962465249,1.309393423,1.311078469,1.263303913
"China, P.R.: Mainland",924,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,0.019385181,-1.101530935,-1.139806151,-1.930252727,-2.162200233,-1.86636881,-1.613919076,-1.490815424,-1.268618107
"China, P.R.: Hong Kong",532,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,3.315997539,1.058150791,5.273669551,3.151924632,2.584405348,1.753508827,2.149319048,3.095728663,3.086651343
"Korea, Republic of",542,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,1.557831296,0.650401489,0.308483415,0.341293344,0.608684133,0.872366308,1.133900761,1.422830914,1.707595328
Taiwan Province of China,528,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-4.310272736,-3.245132949,-2.474602928,-2.204602928,-1.904602928,-1.574602928,-1.374602928,-1.219602928,-1.064602928
South Asia,9502,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-7.217770229,-6.950033192,-6.526605162,-6.580713272,-6.484785574,-6.268442471,-6.080357211,-5.883644528,-5.741221881
Bangladesh,513,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-2.978517632,-3.380854207,-3.005698929,-3.162235586,-3.036790569,-2.917008096,-2.400433652,-2.330332394,-1.985875649
India,534,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-7.476741646,-7.226144771,-7.149985988,-7.164989502,-7.112993158,-6.884353565,-6.707175118,-6.485172954,-6.357467936
Sri Lanka,524,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-6.451977448,-5.861674199,-5.91313807,-6.651146722,-7.441813402,-7.280063513,-7.178827828,-7.385792843,-7.413838165
Nepal,558,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-0.631301914,2.054484369,2.19546805,1.11496367,0.816344574,0.500168945,0.401286826,0.098212786,0.068769737
ASEAN,511,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-2.268032554,-2.104564143,-2.258092259,-2.599221067,-2.368416851,-2.201989343,-2.018896849,-1.980188196,-1.877289218
Brunei Darussalam,516,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,16.85513032,14.07310179,14.07728045,-15.62737774,-6.413494679,-2.494695361,0.973465311,7.847246333,10.41494206
Cambodia,522,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-3.793670092,-2.122999219,-0.845955012,-3.102560186,-3.002239304,-2.583441383,-2.308143161,-1.917062145,-1.588470319
Indonesia,536,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-1.586458811,-1.996317251,-2.156944049,-2.261994336,-2.082773439,-1.915007867,-1.739609721,-1.702027297,-1.618840426
Lao People's Democratic Republic,544,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-0.508012991,-5.628904704,-3.848819957,-4.680177352,-5.551728014,-5.734056304,-6.070510854,-6.718189022,-6.359658301
Malaysia,548,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-3.872107413,-4.421026071,-3.678688623,-3.459924303,-2.853727259,-2.898996378,-2.562978667,-2.417888895,-2.060332821
Myanmar,518,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-1.677158074,-2.037132008,-4.315180107,-6.271569076,-6.933148779,-7.042819375,-6.992530857,-7.167820586,-7.281119097
Philippines,566,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-0.645422408,-0.133158653,0.531460146,-0.923076798,-0.994191356,-1.062668081,-1.173937656,-1.261512182,-1.381546953
Singapore,576,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,7.83882316,5.438127619,4.240974224,1.46426203,2.087344373,2.291304492,2.413505095,2.623074913,2.599804809
Thailand,578,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-1.803920331,-0.200907764,-1.830202082,-1.935934191,-1.99902374,-1.872911668,-1.852817061,-1.920958308,-1.848238473
Vietnam,582,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-6.802924136,-5.877179633,-5.371309871,-6.453949353,-5.607206425,-4.663188616,-3.937906358,-3.675666602,-3.504598863
Bhutan,514,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-1.2519256,-3.992500819,-3.800716698,-2.362785609,-1.571624691,-0.758377797,1.490480993,4.113714003,5.067284628
Fiji,819,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-1.118089397,-0.507537246,-1.962434192,-3.666671893,-2.07980757,-2.060349092,-2.009758111,-1.957300244,-1.965429215
Kiribati,826,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-8.629806776,9.270480552,17.11074286,-15.18371029,-7.324173171,-2.219767414,-0.782357253,0.339341649,1.550499632
Maldives,556,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-7.863348504,-8.150557585,-10.6358363,-7.321065653,-6.399805783,-7.089861802,-7.656878046,-7.409960667,-7.428897118
"Marshall Islands, Republic of",867,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-0.747231717,0.735092301,1.177828832,2.357855739,2.28161045,-0.392225369,-0.763942482,-1.02693234,-1.264366395
"Micronesia, Federated States of",868,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,0.754467203,2.752845042,12.50054836,2.828933963,4.182415509,3.75729548,3.227012115,2.750462429,2.313496054
Palau,565,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,0.930248201,1.155285938,1.182928127,1.69184026,0.87622845,0.870605152,0.394174615,2.084635244,2.537373284
Papua New Guinea,853,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-3.197669462,-7.977415317,-6.102272716,-5.01737295,-3.721806191,-3.113443708,-2.834924678,-3.054722074,-3.155765762
Samoa,862,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-7.143269628,-3.790655439,-5.344927423,-3.291834124,-1.981041556,-1.106450863,-0.506450863,-0.506450863,-0.506450863
Solomon Islands,813,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,3.798025829,4.400995728,1.897763139,-2.103107807,-1.568652277,-0.256262526,0.380299755,0.717254043,0.738441943
"Timor-Leste, Dem. Rep. of",537,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,51.00788586,59.91986387,25.25592026,9.714752389,7.436263858,10.24322658,3.33969274,2.831056716,-5.361287941
Tonga,866,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-1.409688259,-0.03491774,0.274315591,-0.997906819,-1.115398865,-0.668843897,-0.402649672,-0.152197518,-0.040141072
Tuvalu,869,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,9.348753782,26.3474633,23.7853819,-0.414107295,-2.241621457,-2.41368312,-3.101246858,-2.858317089,-3.472433183
Vanuatu,846,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-1.626182421,-0.192736435,0.899942997,-5.641909018,-6.149021006,-5.385289146,-4.700525351,-3.561876832,-2.776385943
Mongolia,948,"Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",GGXCNL_G01_GDP_PT,Value,-9.090202612,-8.918185059,-10.97246668,-9.772596643,-7.823081741,-6.67540866,-5.117705974,-4.115110042,-4.169348659
Asia,229,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,92.25573508,84.94190458,82.47156934,79.49909466,79.98455043,79.91269718,78.92905796,77.98373773,76.82090039
Australia,193,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,27.86186532,30.71772445,34.25775349,38.08121534,40.15191383,41.38376671,41.57940806,41.21252418,40.67818681
Japan,158,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,236.7588958,242.5942368,246.4204759,246.1370651,246.9582338,248.5772486,249.5483192,250.7094962,251.5898274
New Zealand,196,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,36.87615224,35.51665023,33.98424334,33.07152256,33.65505507,32.64137559,29.48965061,26.80173906,24.36207583
"China, P.R.: Mainland",924,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,37.29538618,39.37620927,41.06144271,43.46379639,46.18374661,48.11701022,49.23621869,49.76003631,49.79401202
"China, P.R.: Hong Kong",532,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,7.07968359,6.985850581,6.942081483,6.365788118,6.192643558,6.010483132,5.8245683,5.646203078,5.482945401
"Korea, Republic of",542,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,32.3155735,33.90294734,35.71600488,36.89849985,38.10099328,38.65714246,38.78178031,38.45322203,37.80015676
Taiwan Province of China,528,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,39.28005449,39.14275227,37.64163846,37.05180261,35.84706779,34.21097542,32.32675901,30.26858678,28.10377972
South Asia,9502,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,65.17615732,63.51523548,62.85248164,62.37821707,61.47821144,60.56212076,59.46094694,58.365324,57.30147134
Bangladesh,513,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,33.82191515,34.65871027,33.86013848,33.01124602,32.01701343,30.8859537,29.41883845,28.10829357,26.75433212
India,534,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,67.45119633,65.53004506,64.95790482,64.39928667,63.34290248,62.42680482,61.37701997,60.25567744,59.19338885
Sri Lanka,524,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,79.17228009,78.31855906,75.87560241,76.96956939,78.05842209,78.21798859,78.00303556,77.86495171,77.7271123
Nepal,558,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,34.30479609,31.19454312,26.25695356,23.64789955,22.27795773,21.58730225,21.3248647,21.46974181,21.94458401
ASEAN,511,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,36.29680395,37.97886163,38.83087677,39.45905676,39.12615789,38.59518648,37.87488116,37.15451425,36.3369655
Brunei Darussalam,516,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,2.36014935,2.480441717,2.614561471,3.281829594,2.952517921,2.723078359,2.512667979,2.19114229,2.04371115
Cambodia,522,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,28.87751991,28.66202747,29.54302463,29.78817576,29.52373436,29.06044394,28.64116637,28.32359726,28.07220553
Indonesia,536,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,22.96039749,24.90252617,25.02720159,25.91770245,25.74719734,25.60166444,25.16459398,24.70566844,24.18414201
Lao People's Democratic Republic,544,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,62.19132549,60.12732006,62.50807105,63.03815557,65.36679233,67.01918326,67.39515234,69.32363569,70.82774891
Malaysia,548,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,56.24850587,57.70712325,56.94983463,56.65926746,54.84913855,53.820698,52.06753726,50.34810239,48.40617324
Myanmar,518,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,48.03592174,40.81269525,39.72158109,41.27117885,42.38682723,44.13048222,45.8112004,47.66023778,49.55060237
Philippines,566,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,40.58548347,39.09360428,37.22795748,35.45523102,33.79391747,31.95619741,30.27257074,28.73979952,27.36721079
Singapore,576,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,105.4980732,102.11738,98.75115138,97.76639824,95.17316799,92.26085675,89.54564455,90.78346699,92.03253323
Thailand,578,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,45.43988815,45.85332031,47.16750465,47.53296087,47.16307344,46.95702148,46.964927,47.33665939,47.63021234
Vietnam,582,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,48.52652927,52.14130247,58.73357004,62.21361411,64.39008141,65.00084532,64.78022336,64.05503124,63.1567166
Bhutan,514,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,72.21550697,89.2243617,107.5113983,115.891224,122.5064335,122.6059884,117.0777209,116.9864373,119.6470617
Fiji,819,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,53.25942122,51.41204219,49.52501438,49.14095875,48.46806086,47.85739481,47.22018313,46.55684598,45.93901856
Kiribati,826,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,7.413436285,8.092403101,7.993008824,8.872319635,11.59297545,12.3639845,13.05253758,13.62441451,14.05970328
Maldives,556,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,62.79724874,66.65170205,74.83864072,78.59349713,80.65805107,82.18705151,83.25426255,84.0589462,84.77250616
"Marshall Islands, Republic of",867,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,30.14775818,31.93243283,30.5457623,28.8286046,25.72390403,25.22110875,25.13911437,25.37030546,25.83416629
"Micronesia, Federated States of",868,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,26.80556134,27.58403484,26.53878548,25.43560099,24.15520273,22.43733945,20.87056381,19.13400695,17.4665803
Papua New Guinea,853,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,26.7086674,34.00984017,35.59869102,32.17294521,33.360237,33.70206359,34.1834449,35.14186683,33.73938342
Solomon Islands,813,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,17.62414563,15.6722453,13.39509568,13.62190593,14.22557041,15.51673184,16.74772749,18.0414551,19.29908048
Tuvalu,869,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,43.04925546,41.10372394,56.92003701,48.64358276,41.21077696,33.37285557,26.72910597,21.51388907,16.54729975
Vanuatu,846,"Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",GGXWDG_G01_GDP_PT,Value,21.16370918,20.41053784,18.47808497,24.50878342,28.97996345,32.34771734,34.98524742,36.63547054,37.43624454
Asia,229,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,2.61E+11,3.15E+11,3.91E+11,5.95E+11,5.78E+11,5.98E+11,6.07E+11,6.40E+11,6.43E+11
Australia,193,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-66311357183,-49958222420,-39874778058,-50630628660,-47081906412,-42588732112,-44220146130,-46297543718,-50454579960
Japan,158,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,58682757157,33633805506,24279912032,81568447160,85205764578,95026214692,95763015492,1.05E+11,1.14E+11
New Zealand,196,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-6920696580,-5906173289,-6972474906,-9297661099,-10328433208,-11616456543,-11277709078,-10869117833,-11022632541
"China, P.R.: Mainland",924,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,2.15E+11,1.83E+11,2.10E+11,3.56E+11,3.80E+11,4.04E+11,4.29E+11,4.67E+11,4.84E+11
"China, P.R.: Hong Kong",532,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,4145084178,4148916968,4543521014,6325472067,7302830147,8128988482,9963366342,12174444541,13747916498
"Korea, Republic of",542,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,50835000000,81148200000,89220100000,1.02E+11,77759727112,78756672070,79202032888,76730207549,73371091596
Taiwan Province of China,528,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,48947000000,55257000000,65335000000,65704839130,66119824561,68178343677,70685697124,73278373563,76550102208
South Asia,9502,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-95542013343,-35612698017,-35280187364,-35555417645,-47167545006,-59956903152,-72143534424,-87516378003,-1.08E+11
Bangladesh,513,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,970500000,1867000000,-131500000,-1131500000,-938238424,-1549131011,-2247330379,-3040166866,-3866740397
India,534,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-88162752891,-32397004638,-29472861414,-29408248907,-39833464422,-50146237004,-60455387457,-72722889009,-89647164031
Sri Lanka,524,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-3981284650,-2606290538,-2789669883,-1638797863,-2282198542,-2557380511,-3131267292,-3407964283,-3682055225
Nepal,558,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,908943763.2,634644296.1,908454452.3,880117302.7,593362526.1,265136423.6,-46256449.63,-316174127.6,-591147596
ASEAN,511,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,7958696790,1953616784,25843564622,23704908646,14551209443,5968434817,-1401483079,-2997065530,-6607552467
Brunei Darussalam,516,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,5773015425,5558222454,3558076407,-1099418429,-693598054.2,-34620856.19,100917045.9,1820943392,2203726929
Cambodia,522,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-1546709073,-1879815457,-1986781774,-1786351020,-1794160404,-1755836812,-1657916609,-1688920230,-1458505304
Indonesia,536,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-24418124598,-29114918153,-26232531246,-27058222807,-28031728615,-29305521553,-30482733807,-31554804271,-33849094280
Lao People's Democratic Republic,544,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-2837869911,-3122823752,-2906565466,-2570158251,-2244535494,-2595213942,-2897873082,-3038073758,-2892237416
Malaysia,548,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,17631391388,12665375515,15126685173,6907819508,5146722120,4700822933,4438566904,5899732539,7727009954
Myanmar,518,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-2392986511,-2887679464,-4509354415,-4831987323,-4619828547,-4170877539,-4485210295,-5113551672,-6242854789
Philippines,566,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,6948000000,11384000000,12645000000,16954055349,16972802729,16932325142,16678652406,16132384172,15280608361
Singapore,576,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,49773533189,54083513146,58806026126,61172191160,58536900347,57059127467,56514991608,56157967005,56574880685
Thailand,578,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,-1469570000,-2451750000,14230590000,17084876021,9776030559,5688363169,3549072128,4075900060,3435835325
Vietnam,582,"Balance of Payments, Current Account, Total, Net, In billions of US Dollars",BCA_BP6_USD,Value,9267000000,9470909423,10073820694,9816380575,10687382650,7952445126,4414959289,2449721970,798088172.4
